Input,,Result Number,Widget,Data Origin,Result Row,Source Page URL,Regio,Insula,Civico,IDENT,Thumb,Nome,Descrizione,Pip
,,,,,,,VI,2,25,VI.2.25,,Casa senza nome,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2002%2025.htm
,,,,,,,VI,2,26,VI.2.26,,Casa con bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2002%2026.htm
,,,,,,,VI,2,27,VI.2.27,,Casa senza nome,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2002%2027.htm
,,,,,,,VI,2,28,VI.2.28,,Hospitium,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2002%2028.htm
,,,,,,,VI,2,29,VI.2.29,,Casa senza nome,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2002%2029.htm
,,,,,,,VI,2,30,VI.2.30,,Ingresso secondario (VI.2.4.),-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2002%2030.htm
,,,,,,,VI,2,31,VI.2.31,,Ingresso secondario (VI.2.4.),-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2002%2031.htm
,,,,,,,VI,2,32,VI.2.32,,Ingresso secondario (VI.2.1.),-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2002%2032.htm
,,,,,,,VI,3,1,VI.3.1,,Bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2003%2001.htm
,,,,,,,VI,3,2,VI.3.2,,Ingresso per piano superiore,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2003%2002.htm
,,,,,,,VI,3,3,VI.3.3,,Casa del Forno,"Risale al II secolo a.C. e fu ristrutturata a seguito del terremoto del 62: al momento dell'eruzione i lavori non erano ancora terminati. Proprio a seguito dell'evento sismico, la zona residenziale fu spostata al piano superiore, mentre quello inferiore fu trasformato in panificio: è infatti presente il forno, le macine e la cucina. La casa presenta un giardino con stalla, nella quale fu ritrovato lo scheletro di un mulo-",http://www.pompeiisites.org/Sezione.jsp?titolo=Casa+del+Forno+%28VI%2C3%2C3%29&idSezione=86
,,,,,,,VI,3,4,VI.3.4,,Bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2003%2004.htm
,,,,,,,VI,3,5,VI.3.5,,Bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2003%2005.htm
,,,,,,,VI,3,6,VI.3.6,,Bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2003%2006.htm
,,,,,,,VI,3,7,VI.3.7,,Casa di Musica,"Così chiamata poiché al suo interno sono stati trovati affreschi ritraenti numerosi strumenti musicali, è caratterizzata da un atrio con impluvium e larario, in origine decorato e rivestito in stucco rosso, un tablino e un peristilio: tra le varie opere ritrovate una testa di leone in marmo, utilizzata come fontana e affreschi come la profezia di Cassandra e l'abbandono di Didone.",http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2003%2007.htm
,,,,,,,VI,3,8,VI.3.8,,Bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2003%2008.htm
,,,,,,,VI,3,9,VI.3.9,,Bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2003%2009.htm
,,,,,,,VI,3,10,VI.3.10,,Casa di Svettio,"Era anche utilizzata come bottega: possiede infatti un ampio cortile d'ingresso con al centro i resti di un larario; tra i vari ambienti si riconosce una cucina con latrina, il dormitorio ed il laboratorio, mentre non rimane nessuna traccia di ornamenti.",http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2003%2010.htm
,,,,,,,VI,3,11,VI.3.11,,Ingresso per piano superiore,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2003%2011.htm
,,,,,,,VI,3,12,VI.3.12,,Casa con bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2003%2012.htm
,,,,,,,VI,3,13,VI.3.13,,Ingresso per piano superiore,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2003%2013.htm
,,,,,,,VI,3,14,VI.3.14,,Ingresso per piano superiore,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2003%2014.htm
,,,,,,,VI,3,15,VI.3.15,,Casa con bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2003%2015.htm
,,,,,,,VI,3,16,VI.3.16,,Ingresso per piano superiore,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2003%2016.htm
,,,,,,,VI,3,17,VI.3.17,,Casa con bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2003%2017.htm
,,,,,,,VI,3,18,VI.3.18,,Bar di Fortuna,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2003%2018.htm
,,,,,,,VI,3,19,VI.3.19,,Bar di Fortunata,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2003%2019.htm
,,,,,,,VI,3,20,VI.3.20,,Bar di Fortunata,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2003%2020.htm
,,,,,,,VI,3,21,VI.3.21,,Casa senza nome,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2003%2021.htm
,,,,,,,VI,3,22,VI.3.22,,Ingresso secondario (IV.3.22.),-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2003%2022.htm
,,,,,,,VI,3,23,VI.3.23,,Ingresso per piano superiore,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2003%2023.htm
,,,,,,,VI,3,24,VI.3.24,,Bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2003%2024.htm
,,,,,,,VI,3,25,VI.3.25,,Ingresso secondario (IV.3.7.),-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2003%2025.htm
,,,,,,,VI,3,26,VI.3.26,,Ingresso secondario (IV.3.7.),-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2003%2026.htm
,,,,,,,VI,3,27,VI.3.27,,Panificio,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2003%2027.htm
,,,,,,,VI,3,28,VI.3.28,,Stalla,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2003%2028.htm
,,,,,,,VI,4,1,VI.4.1,,Bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2004%2001.htm
,,,,,,,VI,4,2,VI.4.2,,Ingresso per piano superiore,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2004%2002.htm
,,,,,,,VI,4,3,VI.4.3,,Bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2004%2003.htm
,,,,,,,VI,4,4,VI.4.4,,Hospitium,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2004%2004.htm
,,,,,,,VI,4,5,VI.4.5,,Bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2004%2005.htm
,,,,,,,VI,4,6,VI.4.6,,Bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2004%2006.htm
,,,,,,,VI,4,7,VI.4.7,,Bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2004%2007.htm
,,,,,,,VI,4,8,VI.4.8,,Bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2004%2008.htm
,,,,,,,VI,4,9,VI.4.9,,Ingresso secondario (VI.4.8.),-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2004%2009.htm
,,,,,,,VI,4,10,VI.4.10,,Casa senza nome,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2004%2010.htm
,,,,,,,VI,4,11,VI.4.11,,Bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2004%2011.htm
,,,,,,,VI,5,1,VI.5.1,,Ingresso per piano superiore,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2005%2001.htm
,,,,,,,VI,5,2,VI.5.2,,Bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2005%2002.htm
,,,,,,,VI,5,3,VI.5.3,,Casa di Nettuno,"È stata scavata nel 1843 e bombardata durante la seconda guerra mondiale, nel 1943: l'atrio d'ingresso presenta un impluvium in marmo, al centro del quale fu ritrovata la statua di un sileno, oltre a diversi putti in bronzo ed un piedistallo sempre in marmo; sulle pareti dei diversi ambienti rimangono tracce di pitture, in particolar modo in una stanza, dove, oltre agli affreschi, si è conservato anche il pavimento a mosaico.",http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2005%2003.htm
,,,,,,,VI,5,4,VI.5.4,,Casa senza nome,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2005%2004.htm
,,,,,,,VI,5,5,VI.5.5,,Casa del Granduca Michele di Russia,"Chiamata anche Casa dei Vasi di Vetro è stata esplorata tra il 1837 ed il 1844 e tra il 2005 ed il 2011: quest'ultima sessione di scavi si è particolarmente soffermata su ciò che c'era al di sotto della costruzione sepolta dall'eruzione del 79; l'abitazione presenta un atrio con impluvio, un giardino con quattro colonne che fungevano da pergolato e alcune semicolonne decorative poggiata al muro di cinta.",http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2005%2005.htm
,,,,,,,VI,5,6,VI.5.6,,Bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2005%2006.htm
,,,,,,,VI,5,7,VI.5.7,,Giardino,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2005%2007.htm
,,,,,,,VI,5,8,VI.5.8,,Casa senza nome,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2005%2008.htm
,,,,,,,VI,5,9,VI.5.9,,Casa senza nome,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2005%2009.htm
,,,,,,,VI,5,10,VI.5.10,,Ingresso secondario (VI.5.9.),-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2005%2010.htm
,,,,,,,VI,5,11,VI.5.11,,Ingresso per piano superiore,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2005%2011.htm
,,,,,,,VI,5,12,VI.5.12,,Thermopolium e caupona di Modestus,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2005%2012.htm
,,,,,,,VI,5,13,VI.5.13,,Casa di Modesto,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2005%2013.htm
,,,,,,,VI,5,14,VI.5.14,,Casa senza nome,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2005%2014.htm
,,,,,,,VI,5,15,VI.5.15,,Panificio,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2005%2015.htm
,,,,,,,VI,5,16,VI.5.16,,Casa di Faventinus,"È stata scavata nel XIX secolo e nel 1976: graffiti erano presenti sulla facciata principale, mentre all'interno è l'atrio con impluvio e cisterna, resti di una scala che portava al piano superiore, un tablino con viridario; resti di pitture si ritrovano in alcuni ambienti come nell'oecus, dipinto con pareti in giallo e in un cubicolo, con pareti in rosso.",http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2005%2016.htm
,,,,,,,VI,5,17,VI.5.17,,Casa della Colonna Etrusca,"È così chiamata per la presenza di una colonna di tipo etrusco nel muro dell'atrio, che i proprietari della casa utilizzarono come decorazione: tuttavia nell'abitazione non restano segni di decorazioni, se non in un larario, dove alcuni studi hanno confermato la presenza di tre strati di stucco.",http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2005%2017.htm
,,,,,,,VI,5,18,VI.5.18,,Ingresso per piano superiore,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2005%2018.htm
,,,,,,,VI,5,19,VI.5.19,,Casa dei Fiori,"Chiamata anche Casa del Cinghiale o Casa dei Tre Cortili è stata scavata a più riprese tra il 1808 ed il 1844: di modeste dimensioni, l'abitazione mostra solo qualche traccia di pittura in un ambiente in un angolo dell'atrio, con affreschi a motivi geometrici.",http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2005%2019.htm
,,,,,,,VI,5,20,VI.5.20,,Ingresso secondario (VI.5.8.),-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2005%2020.htm
,,,,,,,VI,5,21,VI.5.21,,Ingresso secondario (VI.5.5.),-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2005%2021.htm
,,,,,,,VI,5,22,VI.5.22,,Ingresso secondario (VI.5.3.),-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2005%2022.htm
,,,,,,,VI,6,1,VI.6.1,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Casa_di_Pansa_1.JPG/150px-Casa_di_Pansa_1.JPG,Casa di Pansa,"Apparteneva ad un ricco commerciante campano, Alleius Nigidius Maius, anche se negli ultimi anni fu data in affitto: costruita probabilmente tra il 120 ed il 140 a.C., nel giardino furono ritrovati capitelli in ordine ionico. L'ingresso, l'atrio e il tablino sono posti in asse; la particolarità della casa è pavimentazione in pietre colorate che adornano il marciapiede antistante ed il vestibolo.",http://www.pompeiisites.org/Sezione.jsp?titolo=Casa+di+Pansa+%28VI%2C6%2C1%29&idSezione=80
,,,,,,,VI,6,2,VI.6.2,,Bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2006%2002.htm
,,,,,,,VI,6,3,VI.6.3,,Bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2006%2003.htm
,,,,,,,VI,6,4,VI.6.4,,Panificio,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2006%2004.htm
,,,,,,,VI,6,5,VI.6.5,,Ingresso secondario (VI.6.4.),-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2006%2005.htm
,,,,,,,VI,6,6,VI.6.6,,Ingresso per piano superiore,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2006%2006.htm
,,,,,,,VI,6,7,VI.6.7,,Casa senza nome,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2006%2007.htm
,,,,,,,VI,6,8,VI.6.8,,Ingresso secondario (VI.6.6.),-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2006%2008.htm
,,,,,,,VI,6,9,VI.6.9,,Casa senza nome,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2006%2009.htm
,,,,,,,VI,6,10,VI.6.10,,Casa senza nome,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2006%2010.htm
,,,,,,,VI,6,10a,VI.6.10a,,Ingresso per piano superiore,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2006%2010a.htm
,,,,,,,VI,6,11,VI.6.11,,Stalla,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2006%2011.htm
,,,,,,,VI,6,12,VI.6.12,,Ingresso secondario (VI.6.1.),-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2006%2012.htm
,,,,,,,VI,6,13,VI.6.13,,Ingresso secondario (VI.6.1.),-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2006%2013.htm
,,,,,,,VI,6,14,VI.6.14,,Casa senza nome,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2006%2014.htm
,,,,,,,VI,6,15,VI.6.15,,Casa senza nome,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2006%2015.htm
,,,,,,,VI,6,16,VI.6.16,,Casa senza nome,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2006%2016.htm
,,,,,,,VI,6,17,VI.6.17,,Casa con panificio,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2006%2017.htm
,,,,,,,VI,6,18,VI.6.18,,Ingresso per piano superiore,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2006%2018.htm
,,,,,,,VI,6,19,VI.6.19,,Ingresso per piano superiore,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2006%2019.htm
,,,,,,,VI,6,20,VI.6.20,,Ingresso secondario (VI.6.17.),-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2006%2020.htm
,,,,,,,VI,6,21,VI.6.21,,Panificio,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2006%2021.htm
,,,,,,,VI,6,22,VI.6.22,,Bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2006%2022.htm
,,,,,,,VI,6,23,VI.6.23,,Bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2006%2023.htm
,,,,,,,VI,7,1,VI.7.1,,Casa senza nome,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2007%2001.htm
,,,,,,,VI,7,2,VI.7.2,,Ingresso per piano superiore,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2007%2002.htm
,,,,,,,VI,7,3,VI.7.3,,Casa con Atrio Tetrastilo,"Si presenta con un atrio di tipo tetrastilo ed un impluvium, intorno al quale, in piccoli canali, fu ricreato un piccolo giardino: nella stessa stanza, sotto un larario fu inoltre ritrovato il graffito di un alfabeto fatto da un bambino; in diversi ambienti si sono conservati degli intonaci, in particolar modo in un ambiente dove è presente un affresco raffigurante Achille e Patroclo.",http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2007%2003.htm
,,,,,,,VI,7,4,VI.7.4,,Ingresso per piano superiore,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2007%2004.htm
,,,,,,,VI,7,5,VI.7.5,,Bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2007%2005.htm
,,,,,,,VI,7,6,VI.7.6,,Casa di Ercole,"È stata esplorata nel 1835 e restaurata nel 1976: presenta sia nella facciata che nel corridoio d'ingresso resti della decorazione parietale in rosso; nell'atrio è visibile l'impluvio ed un larario ad edicola dove si conservano tracce della figura sacra, così come resti di pittura si ritrovano in molti ambienti, mentre alti invece sono andati perduti, come uno raffigurante Giove, Bacco e Venere.",http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2007%2006.htm
,,,,,,,VI,7,7,VI.7.7,,Casa senza nome,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2007%2007.htm
,,,,,,,VI,7,8,VI.7.8,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Bottega_VI.7.8._1.JPG/150px-Bottega_VI.7.8._1.JPG,Bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2007%2008.htm
,,,,,,,VI,7,9,VI.7.9,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Casa_di_Tullius_1.JPG/150px-Casa_di_Tullius_1.JPG,Casa di Tullius,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2007%2009.htm
,,,,,,,VI,7,10,VI.7.10,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Bottega_VI.7.10._1.JPG/150px-Bottega_VI.7.10._1.JPG,Bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2007%2010.htm
,,,,,,,VI,7,11,VI.7.11,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Bottega_VI.7.11._1.JPG/150px-Bottega_VI.7.11._1.JPG,Bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2007%2011.htm
,,,,,,,VI,7,12,VI.7.12,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Ingresso_per_piano_superiore_VI.7.12..JPG/150px-Ingresso_per_piano_superiore_VI.7.12..JPG,Ingresso per piano superiore,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2007%2012.htm
,,,,,,,VI,7,13,VI.7.13,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Bottega_VI.7.13._1.JPG/150px-Bottega_VI.7.13._1.JPG,Bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2007%2013.htm
,,,,,,,VI,7,14,VI.7.14,,Ingresso per piano secondario,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2007%2014.htm
,,,,,,,VI,7,15,VI.7.15,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Casa_del_Duca_d%27Aumale_2.JPG/150px-Casa_del_Duca_d%27Aumale_2.JPG,Casa del Duca d'Aumale,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2007%2015.htm
,,,,,,,VI,7,16,VI.7.16,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Casa_di_Mercurio_1.JPG/150px-Casa_di_Mercurio_1.JPG,Casa di Mercurio,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2007%2016.htm
,,,,,,,VI,7,17,VI.7.17,,Ingresso per piano superiore,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2007%2017.htm
,,,,,,,VI,7,18,VI.7.18,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Casa_di_M._Asellini_2.JPG/150px-Casa_di_M._Asellini_2.JPG,Casa di M. Asellini,"Chiamata anche Casa di Adone, è così chiamata sia per il ritrovamento di un sigillo con il nome di M. Asellini, sia per la presenza di un affresco nel peristilio raffigurante Adone ferito: si presenta con atrio con resti di un impluvio in marmo ed un giardino con peristilio, contornato da diversi ambienti; proprio in queste stanze si conservano le principali decorazioni pittoriche della casa.",http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2007%2018.htm
,,,,,,,VI,7,19,VI.7.19,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Casa_di_Inaco_ed_Io_1.JPG/150px-Casa_di_Inaco_ed_Io_1.JPG,Casa di Inaco ed Io,"Chiamata anche Casa di Fabius Tyrannus e Iarinus, è stata scavata nel 1836 e restaurata nel 1978: è una casa dall'impianto regolare, con atrio e piccolo giardino colonnato con resti di colonne su due lati; alcune tracce dell'intonaco si sono conservate, anche se numerosi affreschi sono andati perduti con il tempo: tuttavia il più interessante ritrovamento dell'abitazione sono state sessantaquattro posate d'argento.",http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2007%2019.htm
,,,,,,,VI,7,20,VI.7.20,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Casa_dell%27Argenteria_1.JPG/150px-Casa_dell%27Argenteria_1.JPG,Casa dell'Argenteria,"Chiamata anche Casa dei Vasi d'Argento, è così denominata poiché, il 23 marzo 1835, furono ritrovati diversi pezzi d'argenteria, come vasi e tazze, completamente decorati: la casa presenta un impianto regolare e nel giardino si sono ben conservate le colonne del peristilio; in alcune stanze numerose tracce di affreschi, alcuni sbiaditi dal tempo, altri, come una raffigurazione di Apollo.",http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2007%2020.htm
,,,,,,,VI,7,21,VI.7.21,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Casa_dell%27Argenteria_2.JPG/150px-Casa_dell%27Argenteria_2.JPG,Ingresso secondario (VI.7.20),-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2007%2021.htm
,,,,,,,VI,7,22,VI.7.22,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Bottega_VI.7.22._1.JPG/150px-Bottega_VI.7.22._1.JPG,Bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2007%2022.htm
,,,,,,,VI,7,23,VI.7.23,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Casa_di_Apollo_1.JPG/150px-Casa_di_Apollo_1.JPG,Casa di Apollo,"Apparteneva probabilmente a A. Herenuleius Communis, grazie al ritrovamento di un sigillo: il tablino era ornato con statue di Apollo e di un fauno durante la caccia di una cerva, oltre ad una pittura di Venere; un cubicolo nel giardino presenta un mosaico con le figure di Ulisse e Achille travestito ed affreschi legati ad Apollo",http://www.pompeiisites.org/Sezione.jsp?titolo=Casa+di+Apollo+%28VI%2C7%2C23%29&idSezione=288
,,,,,,,VI,7,24,VI.7.24,,Ingresso per piano superiore,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2007%2024.htm
,,,,,,,VI,7,25,VI.7.25,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Casa_senza_nome_VI.7.25._1.JPG/150px-Casa_senza_nome_VI.7.25._1.JPG,Casa senza nome,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2007%2025.htm
,,,,,,,VI,7,26,VI.7.26,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Stalla_VI.7.26._1.JPG/150px-Stalla_VI.7.26._1.JPG,Stalla,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2007%2026.htm
,,,,,,,VI,8,1,VI.8.1,,Ingresso secondario (VI.8.22.),-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2008%2001.htm
,,,,,,,VI,8,2,VI.8.2,,Ingresso secondario (VI.8.20.),-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2008%2002.htm
,,,,,,,VI,8,3,VI.8.3,,Ingresso secondario (VI.8.5.),-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2008%2003.htm
,,,,,,,VI,8,4,VI.8.4,,Bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2008%2004.htm
,,,,,,,VI,8,5,VI.8.5,,Casa del Poeta Tragico,"La Casa del Poeta Tragico fu scavata tra il 1824 ed il 1825 ed ha delle dimensioni ridotti rispetto alle altre grandi case di Pompei. All'ingresso è collocato un mosaico che reca la scritta Cane Cavem; all'interno erano presenti diversi affreschi poi staccati e conservati al museo nazionale di Napoli, come la scena di prove teatrali, da cui la casa prende il nome, oppure episodi dell'Iliade.",http://www.pompeiisites.org/Sezione.jsp?titolo=Casa+del+Poeta+Tragico+%28VI%2C8%2C3-5%29&idSezione=84
,,,,,,,VI,8,6,VI.8.6,,Bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2008%2006.htm
,,,,,,,VI,8,7,VI.8.7,,Ingresso per piano superiore,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2008%2007.htm
,,,,,,,VI,8,8,VI.8.8,,Thermopolium,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2008%2008.htm
,,,,,,,VI,8,9,VI.8.9,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Thermopolium_VI.8.9._1.JPG/150px-Thermopolium_VI.8.9._1.JPG,Thermopolium,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2008%2009.htm
,,,,,,,VI,8,10,VI.8.10,,Ingresso per piano superiore,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2008%2010.htm
,,,,,,,VI,8,11,VI.8.11,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Bottega_VI.8.11._1.JPG/150px-Bottega_VI.8.11._1.JPG,Bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2008%2011.htm
,,,,,,,VI,8,12,VI.8.12,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Bottega_VI.8.12._1.JPG/150px-Bottega_VI.8.12._1.JPG,Bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2008%2012.htm
,,,,,,,VI,8,13,VI.8.13,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Bottega_VI.8.13._1.jpg/150px-Bottega_VI.8.13._1.jpg,Bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2008%2013.htm
,,,,,,,VI,8,14,VI.8.14,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Bottega_del_Barbiere_1.jpg/150px-Bottega_del_Barbiere_1.jpg,Bottega del Barbiere,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2008%2014.htm
,,,,,,,VI,8,15,VI.8.15,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Bottega_VI.8.15._1.JPG/150px-Bottega_VI.8.15._1.JPG,Bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2008%2015.htm
,,,,,,,VI,8,16,VI.8.16,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Bottega_VI.8.16._1.JPG/150px-Bottega_VI.8.16._1.JPG,Bottega,-,http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2008%2016.htm
